omega,alpha,beta
0.29225371946605416,0.1545200104842391,0.5450770542056268
0.2746909172865135,0.14561051857827062,0.5527841965120502
0.27194024085946356,0.1598048124268474,0.5653470522802106
0.2735758822555516,0.1666393204301475,0.5513914935683284
0.25004774147994646,0.1784329275082032,0.5624926288973764
0.2298439303010054,0.1802957171872132,0.5797686714978912
0.22948399831695154,0.16949398268068036,0.5939385488210628
0.24512056519427783,0.1638168904032661,0.5872344607367603
0.2440273927243268,0.1772133114969552,0.5742758606446331
0.25110610212122747,0.18037067948890576,0.5681227580889695
0.25374730772648274,0.19224844790745665,0.5505818372693531
0.23795118229163678,0.17779356643269034,0.5666913761509668
0.23106411049690354,0.17304579722863947,0.5824597849379897
0.2479728013463478,0.16510045889901845,0.5811709387913133
0.2514889434759927,0.16454913573397306,0.5643797149313695
0.24786302852755765,0.18333668078436977,0.5597964300552501
0.23546588646547192,0.18005471207194954,0.5915500828797444
0.21329308422991403,0.19438790820644195,0.5840160985835167
0.23850787271193719,0.17577684055548443,0.5823652369696024
0.23876347547765067,0.17907120347016883,0.5734780526283587
0.2486878382487705,0.18768733861239661,0.5654513614267606
0.2673317153288431,0.1780478614267408,0.5460516426365852
0.2808006845897152,0.1663871195843565,0.5257130417364413
0.2925500762234753,0.16914214543656036,0.5169195076917703
0.2850221874102542,0.19263924675956895,0.5199042731287308
0.2995461005192015,0.17940845110752496,0.5251369562198199
0.29649404689156633,0.16694787025664135,0.5396033028770395
0.2923692926148755,0.16468867603548126,0.5093618265650324
0.29219544433216205,0.1827758114053277,0.5084303395868075
0.2978358882345892,0.1896117207123883,0.5104479665352036
0.3018004502756294,0.1912121512194196,0.5050092106141496
0.31202761395555045,0.1745031663570765,0.48476964303809145
0.31785017743574356,0.16845038793395076,0.4920866592616643
0.3237798327768995,0.160223322991231,0.49160579292565976
0.3150176159708497,0.18206227360710756,0.47745358146581335
0.31411967505464766,0.19306007516454438,0.4785626967364639
0.3033914105570883,0.17998800373065554,0.48392677063869494
0.3157411895672967,0.1945840876294998,0.506745275669116
0.29153959199729224,0.20791306170585167,0.48027848686652164
0.2908308323239893,0.21586299523833014,0.48825768884557474
0.30109272340652604,0.19925248769297893,0.4666903628152558
0.29427896975693074,0.179634355696362,0.4917556452996124
0.2977388662915461,0.19319826918889632,0.48667096700665735
0.3057936245981091,0.2007083888601623,0.49466958448737114
0.2900942423588436,0.20059008005370732,0.5030721387008418
0.2697548134155565,0.2198853824228741,0.5058058445128149
0.27265396909552936,0.20903893410623048,0.5056993960437347
0.27130376474575923,0.20010119318886005,0.5048788813558552
0.28947884926521716,0.2110949227700895,0.4861762885998611
0.2974267792323434,0.23302784612240557,0.47393116817159847
0.31972673458891926,0.22989892004674928,0.46562402304169564
0.31874227069431516,0.2239548850110673,0.4591130415840975
0.3201369397510786,0.2060030586940708,0.45785781094207095
0.3127900284960582,0.20973906405606785,0.4642170678805132
0.3172694215064575,0.1813007178006601,0.478139878411697
0.331999188348612,0.19921451895812092,0.47974660719890233
0.3354150238760862,0.2026533978793684,0.46365842507823296
0.3240257201601467,0.21506086398815308,0.4521896934839351
0.31577665985252373,0.2074909975650028,0.4872169585283825
0.2937150502438203,0.21134854015199267,0.4963974730058554
0.28779895351003343,0.2011385946254939,0.516479310318612
0.2664692247653101,0.19342017140422205,0.5301410999165056
0.2641744797410347,0.19550854322198452,0.5383085194042545
0.26813310413091024,0.20009824915417473,0.5293546652201663
0.2590978700986494,0.18954147101402086,0.5261525671050892
0.2671182876828698,0.18272986897546004,0.5194506113705485
0.3024880178268546,0.18980920756853925,0.5134005943693559
0.280475108350181,0.20939939956515632,0.5218414493999776
0.28517229347308515,0.21629869941651242,0.5099610276280033
0.2843896094385138,0.18060091062741152,0.5090182445268111
0.2704359890418059,0.21608098674897822,0.5137169954657276
0.26466870392450914,0.23212563234697628,0.4997496692760856
0.26471962944084637,0.21067241184914612,0.525041023314807
0.26388438965475514,0.22235395291467203,0.5119437238994847
0.2700315882197903,0.22968006099715757,0.49553344836057833
0.27246671025502117,0.22177943053953358,0.5111033395237695
0.2858045947677823,0.2113988004904408,0.5015395510635937
0.2922465246435571,0.1907855826575775,0.5063670384994395
0.2931432853979034,0.19404087469110845,0.5041179536363642
0.2845034214896552,0.1970499763058878,0.5010711106764116
0.3010931521095026,0.1828826084451969,0.5108097843547865
0.28885256171499885,0.18185546391644108,0.5197948776960725
0.2999779680717779,0.18399557128466812,0.5047885047266403
0.30152555563446504,0.19370022998323483,0.5044501596152138
0.28665107202392376,0.21084019701638562,0.4957616519164042
0.2657234794981652,0.205273408440926,0.5250132005500693
0.2522500018655619,0.20839953996712304,0.5356248894780226
0.25592225654030776,0.19621940955240333,0.5448357808473725
0.23729697448930687,0.20501670606249905,0.5550548366653807
0.23804872778043903,0.1850146676593002,0.5549547761631356
0.24188548732987894,0.1817047532749992,0.571855568977118
0.24930735638921042,0.1773028278239911,0.5549689785119883
0.275153214432049,0.18149171079447995,0.5515186909582955
0.2822958621294304,0.18079820136436733,0.5536179866938022
0.2764976588758822,0.15185158266328475,0.5677030985225454
0.26717883136848175,0.17988310131663346,0.5604716769407896
0.26993270407915243,0.17442261105329543,0.5406497757614995
0.28389668237648163,0.18071585751437771,0.5187032228951243
0.2774841891946627,0.18904474306410818,0.5091414188984282
0.25985550006235925,0.2002777642164673,0.5253614117704162
0.27085069856030664,0.18959925289975987,0.5152021891914598
0.272956637956101,0.16019853532623146,0.5418042435149087
0.27764438272983144,0.15495988243696987,0.5689059515173787
0.2777514702421257,0.15004715299450633,0.5528159678783369
0.2724444476063733,0.17212021071849326,0.5555401484731792
0.2684880042733752,0.18026998233198388,0.5501297138599266
0.2585384997542381,0.20055251087589768,0.5386107264007588
0.2692846307314491,0.17042715529956204,0.5538794748323689
0.27620357256403316,0.1540651634959079,0.5510476101178049
0.2592335404050137,0.15547819128037246,0.5686000246280226
0.25693134091707576,0.17448638681149997,0.5561492890406903
0.2563280457639251,0.17385493305458308,0.5680823511027957
0.2647147324506655,0.16383261187744508,0.5539057617893381
0.26892878341887494,0.16131622619601696,0.5443210330452929
0.2620634161204994,0.17307002070834232,0.5498354240412721
0.2833468782275571,0.17045708203988705,0.5362991031252695
0.2990614643691533,0.17722500529807939,0.5108166281140196
0.3009071549753126,0.19355985673589454,0.49548743518473365
0.3207015658462823,0.18425295661189434,0.4834953773652966
0.32283463817620484,0.17130754604624923,0.4970511218569872
0.3166150096450861,0.17282321880417614,0.49811729619774747
0.3194346677561329,0.18627505799562452,0.4890776291753915
0.2982737332144654,0.18784617615461222,0.4897310572214472
0.300829572936943,0.18181056266407333,0.508630362164812
0.2963067913264349,0.18397960384104298,0.49299741139109554
0.29625888110743004,0.17173513557326764,0.510449334399325
0.3134327414454265,0.1735022419847019,0.501841489495093
0.30412477447668057,0.17677168753168004,0.4890935733640813
0.3015708402490193,0.19692131919472047,0.5042101553702452
0.2847283515499325,0.16975961760360592,0.5188963485800296
0.29699461642552205,0.16176663881608389,0.5358991784220762
0.2931345545401976,0.15485334447226842,0.5481151679045492
0.2856500601253146,0.14578676945441596,0.5342329128137685
0.2813154448546618,0.15289425137890716,0.5316150577711765
0.2797955616480332,0.15404908185709387,0.5502849506109927
0.2715714282638349,0.15468310604406849,0.5486531902067107
0.2729270821383681,0.14598191120503723,0.5384064968388675
0.2885601822630647,0.1533916807135452,0.562203988894387
0.2745047759195036,0.15423586279491244,0.5626691385329256
0.29073973865995933,0.15689207805563346,0.5415315932911426
0.29946009177642713,0.15235153005936614,0.5193957927201316
0.28575158930072203,0.167916482096675,0.5502665667398328
0.30226795967446174,0.15102774847356193,0.5385491914680035
0.2762638437298732,0.16235020551530802,0.5316234270167283
0.26096353458557303,0.1733589602113799,0.5331639198130443
0.27273570100516914,0.1836173368036993,0.5208897720939497
0.27097188679306794,0.21261605825120966,0.4944776523464624
0.2707315336399211,0.20831358059759458,0.5130962396560027
0.2785859669384316,0.2122480050661657,0.5131602307014089
0.28582739873243584,0.1899859697117659,0.517990011192273
0.2776262050417827,0.19963861677897615,0.5156372178703968
0.28764204369469587,0.20230357856011288,0.49976232877882676
0.2821560467807197,0.2052274421991957,0.49611869658937385
0.2797753239418238,0.1996586515512639,0.4967828876718158
0.3084067340311788,0.17254748306827206,0.5017783066348206
0.30760294553803397,0.16163739353737824,0.49766051089965224
0.3194780760252908,0.1710732050276637,0.5034734961503312
0.3075126707221294,0.17589918326182985,0.5232791384587206
0.2902251676519218,0.1900319372422407,0.5382896054723603
0.29607396841544725,0.1716726282273987,0.5347683047776568
0.28502413802030085,0.18112613372594838,0.5335257054321314
0.2702664838138327,0.1682948684853509,0.559462852725318
0.2710696078078775,0.1635300496921377,0.5523310702598951
0.2497530759585113,0.1683239311333356,0.5860878263486204
0.2323475058940931,0.17338851858739113,0.5821337293329086
0.22637174136218655,0.18022882283931513,0.5899511586265297
0.23855292748915236,0.1817177269373175,0.5740930808951935
0.20509290425444593,0.17825349344809344,0.5902618612190293
0.21819177187035113,0.19160915555782215,0.5747877643912976
0.23181318892260958,0.18220126755834404,0.5790557898883522
0.2295400981958154,0.18465459749275528,0.5695576676755486
0.23606905994538416,0.18435972712761084,0.559911333170997
0.25735303633390283,0.178126137333055,0.5391504948275511
0.26675471389954253,0.17537965370002212,0.5452377037719769
0.2572779323775823,0.18444031477140446,0.5434404950392743
0.27098021699549124,0.17642314753556307,0.5463092582263889
0.2811851241596577,0.17759647817706803,0.5404955815032793
0.26322270105797035,0.1738226147429607,0.555270206814031
0.2673525235864231,0.1728043507778517,0.5477902906974355
0.2544584198085364,0.17756850907244334,0.5440680811309008
0.2450900374990347,0.17484586461986015,0.5585404625113727
0.24167963074473356,0.1864662073534379,0.5578659102192665
0.2531583064008158,0.17865701440758666,0.5526293252745135
0.24442628762703428,0.1786139692884078,0.5673691300505129
0.24254675978000909,0.1714500985883277,0.5659545928861205
0.21673136460391448,0.172079214596628,0.607307596201912
0.20193027252358428,0.19290155506404127,0.6022029536558837
0.19680982562160645,0.1910411050614886,0.6094515358683273
0.19822731642571095,0.17953598519432398,0.6081495523138601
0.2164606806371096,0.15792482747131714,0.624936588448963
0.20680302380333979,0.18157768918032058,0.6215421356819911
0.2205834813567018,0.15462550100707645,0.6345160439316382
0.23567408436255857,0.15015451472833166,0.6129769161412016
0.23966609871358513,0.15163583637224892,0.6041614709859422
0.24187158880705828,0.16747168886994596,0.5937047373445848
0.2513461743093847,0.17447859312686012,0.5692109845719086
0.25555906993324057,0.16652940612412814,0.5681971382836274
0.2407794334828274,0.16821404705051943,0.567382973714986
0.22965539666941737,0.17525329735719236,0.5863272344499457
0.23591804545834869,0.15797035238725338,0.593642769289255
0.21119842805188155,0.16648505569281577,0.6085955526318828
0.22406092838126643,0.16869031929092962,0.5924516307994014
0.22436762207592092,0.17007298880380153,0.6005394792804238
0.23050945219955565,0.16191425173715213,0.5911062727770509
0.24407997863649503,0.15521844832897055,0.594714901267357
0.23048943666886662,0.15369566608110963,0.6115767934775574
0.2319196317404762,0.16193074755024356,0.6004909122267458
0.22005480720434017,0.16735163212270707,0.5804971891185369
0.2181491116532472,0.17422012204614132,0.5979344578471685
0.228494840984335,0.16687465787873715,0.6146298634214779
0.2402860975876905,0.15264402968658122,0.6060472201425173
0.2518855828117414,0.14286078725732232,0.5954981277451595
0.24932470605912807,0.14814438675122535,0.599021965099442
0.23112800908028408,0.14949203810492817,0.6012716740432048
0.22257861692897035,0.1531284350983791,0.6212195790776003
0.22289436109891972,0.14893310566187576,0.6034697165819162
0.231252030250035,0.15006843381080756,0.608885040715163
0.2272853076816547,0.14468324846231712,0.5992933149013234
0.22670021242415272,0.14645785928368835,0.6001945996844059
0.24607528043014243,0.14001014231697712,0.5950085437838062
0.24648836440361932,0.14620427162443358,0.6013782573858587
0.23308278449578093,0.14358419958053098,0.6147967099252284
0.20795584467503467,0.1636414930193693,0.621403661020851
0.19982876919964981,0.1647472937494361,0.6158422521816604
0.2086786145029113,0.17097610735186786,0.6219316462742657
0.20134899275294482,0.155671985626164,0.6205987137613183
0.20461784786926268,0.15771470263451917,0.6191753872606316
0.20640420726005387,0.15383622105213834,0.626147002853764
0.2238523083364285,0.14744201161953915,0.6015617356894923
0.22248298293319357,0.1379159889637047,0.6288387345729025
0.22226687016752605,0.1302183169006353,0.6336179808680449
0.22414442775824509,0.1309961070526659,0.6373266598915901
0.21552006616108912,0.1469441415470134,0.63628120848961
0.2150421369699978,0.13290588248740984,0.632958437408239
0.21542353265127692,0.14166972148965423,0.6211703306346688
0.21369622739640967,0.1308347205865256,0.6342231847823553
0.21200365983362457,0.13454075977072308,0.6316542894526459
0.20609034910321278,0.16138525640581364,0.6202949218794098
0.19962985243978196,0.1735727744016812,0.6120488016683944
0.2099443247160324,0.18706964692502276,0.5991826899326105
0.22553763283731676,0.16657771053767867,0.59890560762622
0.23914163993061321,0.19347103335414817,0.5691386682568583
0.2382880387402973,0.19156468554398318,0.5598024822927361
0.2394767512232892,0.1981440401795407,0.5574541965510514
0.24218030077096028,0.18904799825685334,0.5591471731243755
0.25753813937323966,0.1866095573493019,0.5581488883404382
0.25645023784907417,0.17458029581710435,0.56584729239089
0.24572164597559487,0.16975037957432682,0.5757427966958438
0.25438784489276245,0.18365904911013972,0.5625844535104021
0.25397674912593504,0.1900442830223062,0.5538619464377914
0.25650383333847426,0.1757990170389916,0.5511125099399621
0.254302536392172,0.1807998189093922,0.5612072311067529
0.2614461718964545,0.16236497025393942,0.5513028092594436
0.2742485406836088,0.18274100633182694,0.5497963453971529
0.26957125653384423,0.18337348244357712,0.5313348504108822
0.2771569359329106,0.18222838520158505,0.5359160625538636
0.28998312594009945,0.19683365663053576,0.5067943936960418
0.29034405669994456,0.21204261230811905,0.49076431575638424
0.2847697039445352,0.2110900131715711,0.49400167514069654
0.2736795041833911,0.20899089332705267,0.5041854247587393
0.26048596808067853,0.1977824587533201,0.5206056822273059
0.2546929577470025,0.2039618682358993,0.5278113130323452
0.2743018717478663,0.18323604489359974,0.5131091340566499
0.26078371296206077,0.1950027392859447,0.5326809402249466
0.2790641212218378,0.18578239239314637,0.5307610475748694
0.30361038099020116,0.18303532013507898,0.4871006697274431
0.3092539871715223,0.1779133441920065,0.48661752277753667
0.3121913305304079,0.20162385482339093,0.47161416494132924
0.30570515916462476,0.23123398811124557,0.4630030733721023
0.3149400794624855,0.21320469116453827,0.4729961412447234
0.3157115097869703,0.21982653308074868,0.4601716426308369
0.3024309286699728,0.22672422158508548,0.4483246903678477
0.30047629080872307,0.22817721268141436,0.46012336069277204
0.29333091681213935,0.24249888618585447,0.46386146229076186
0.2877678713707045,0.2410584037222796,0.4639666002104979
0.27956259774235137,0.22322697820494333,0.4773628237537697
0.28711263672380466,0.22673210179223158,0.4728751334214236
0.3062165869629624,0.23095867416559324,0.4597131568845955
0.311312095005839,0.2192086365744002,0.4530873732147877
0.314183850389895,0.2207554875514818,0.45086439136181594
0.33532401374593945,0.21503124964231354,0.43318719245615
0.3331296890251415,0.21353847505829335,0.43025329045871313
0.3308335181990738,0.2134267075513258,0.4262442740990712
0.3383737456459007,0.21899936998457367,0.4199592319355554
0.3389045006134279,0.23011133040212292,0.4276292328535826
0.3459156245379126,0.21645505302769869,0.42394839694964326
0.3596799080100193,0.18837014378609204,0.427904176440506
0.3570931837892471,0.2030910112477971,0.42137882351979233
0.3394919443724485,0.2310669705288914,0.4220023802895879
0.3285729264646501,0.2214388861286218,0.4289982928247876
0.354499606237177,0.20386432856586872,0.440436040686975
0.32302383722308214,0.20424525513958014,0.4495163662756571
0.317739354948499,0.20556003046998467,0.4549828713371358
0.30203644397218454,0.17346507580299705,0.49310692127323547
0.30493961467367614,0.18995124354883133,0.4983195323895702
0.31531307244306095,0.19147855141207354,0.4892969164514485
0.31901149724599265,0.1980117825917672,0.4623383251684831
0.3284684911181694,0.1797831507219041,0.4785608133996146
0.3119528173225765,0.20425766514709348,0.4800142924525275
0.34090373039451316,0.18311411242775988,0.44476672220983743
0.33918288756012727,0.1907907174391362,0.42891939824917086
0.35265668161446073,0.21153365886098213,0.4205835175455446
0.3605965078942488,0.2090624264261887,0.4192871577993473
0.34878923335674505,0.19416492738708022,0.4340934287211017
0.34805989767830015,0.19802106678063555,0.43469219051530744
0.361212333994209,0.19790892676296845,0.4310362751720092
0.33324263931842546,0.1902662273044697,0.4451198652753426
0.3433560484417243,0.20036934143995302,0.4424100253679405
0.31908883728712584,0.2010447592987011,0.4446199705222359
0.3211821989430841,0.21184505680560214,0.47719231696174585
0.33884597847202824,0.18898219090207485,0.43951419809898595
0.33464047016689785,0.19254277417488147,0.45779816620919006
0.31401026354312433,0.20324831085365155,0.4704712379375523
0.31257576390341635,0.2236550805539031,0.4672724669244075
0.3111227473563959,0.21518470671211617,0.4723435538105693
0.32492229239056486,0.18904178242690647,0.4802259337614645
0.3166925377860208,0.18050506022904408,0.48539016216195696
0.3268340663549111,0.16441363715414087,0.47235558463848076
0.32389855100434245,0.19837160307124604,0.4806443761212946
0.3250214004764953,0.19903795118356568,0.46682573631664737
0.329001192464303,0.18533527919151715,0.4731672804499619
0.3283121768859977,0.19958258657936115,0.4606738943326873
0.338987318009408,0.20634709082287694,0.45384415802366496
0.3226000915053182,0.2156390621273523,0.467547130397971
0.325521807884333,0.21448420866183565,0.467481520967422
0.3153194358011817,0.22478608266350678,0.4627900524428955
0.3110422286604632,0.22576441526206018,0.45190546456785097
0.3173899860795274,0.21679506532247622,0.4507347676963096
0.30535892781666707,0.21813644079278688,0.46048199312677013
0.30717683657624006,0.22917038911133686,0.45875065295700995
0.3159139287685341,0.23529740373897573,0.4564693567297428
0.2996373340403285,0.22826161163521957,0.46147596670429925
0.33791744395478723,0.21665723329018108,0.44002934802095167
0.31302467759210195,0.22038615655252924,0.4393546885000643
0.2991633324537524,0.229590008166773,0.4673021811623139
0.29816406844278315,0.23130765283161517,0.478486131420054
0.30727186474949597,0.22234459691855407,0.48288858204387464
0.2836988089409905,0.24238314227146093,0.4774665735044151
0.2850903653990332,0.22843756632087334,0.4836066677341982
0.29322107049066976,0.2075606705751005,0.4778811988549213
0.2870954129328296,0.2254751958150241,0.4964429447898155
0.2745859025429869,0.20759027220128692,0.49043248885104407
0.2744744209488297,0.217660595011057,0.5062110227365619
0.2882206433670993,0.1975918234611863,0.4964862185383275
0.2877327863241562,0.21617392630833324,0.4897754829460058
0.2867732361542862,0.20984272620228714,0.49798818474818324
0.2992202072111419,0.19737135523541358,0.5052984971963879
0.30889666850542474,0.18752220000559508,0.4935957028271172
